respondent_id,year,Q14_age,Q15_gender,Q16_state,Q17_income,Q1Q2_unaided_Acme_Strawberries,Q1Q2_unaided_Crimson_Crown_Berries,Q1Q2_unaided_Sunrise_Berries,Q1Q2_unaided_Red_Valley_Organics,Q1Q2_unaided_FreshPick_Strawberries,Q1Q2_unaided_Golden_Meadow_Berries,Q1Q2_unaided_Harvest_Hill_Berries,Q3_aided_Acme_Strawberries,Q3_aided_Crimson_Crown_Berries,Q3_aided_Sunrise_Berries,Q3_aided_Red_Valley_Organics,Q3_aided_FreshPick_Strawberries,Q3_aided_Golden_Meadow_Berries,Q3_aided_Harvest_Hill_Berries,Q4_purchased_Acme_Strawberries,Q4_purchased_Crimson_Crown_Berries,Q4_purchased_Sunrise_Berries,Q4_purchased_Red_Valley_Organics,Q4_purchased_FreshPick_Strawberries,Q4_purchased_Golden_Meadow_Berries,Q4_purchased_Harvest_Hill_Berries,Q5_01_quality_overall,Q5_02_freshness,Q5_03_sweetness_flavor,Q5_04_appearance,Q5_05_value_for_price,Q5_06_consistency,Q5_07_availability,Q5_08_sustainability,Q5_09_packaging,Q5_10_trust,Q5_11_shelf_life,Q6_purchase_intent,Q7_category_frequency,Q8_acme_frequency,Q9_last_brand_purchased,Q10_nps,Q11_brand_preference
730,2026,45-54,Male,CA,"$100,000 - $149,999",0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,5,4,4,4,3,2,3,2,4,3,4,4,More than once a week,Often - 2-3 times a month,Acme Strawberries,9,Acme Strawberries
731,2026,25-34,Female,IL,"$25,000 - $49,999",0,0,0,1,1,0,0,1,0,0,1,1,0,1,1,0,0,0,1,0,0,4,4,3,4,2,2,4,4,3,5,3,4,2-3 times a month,Rarely - a few times a year,Acme Strawberries,8,Acme Strawberries
732,2026,35-44,Male,VA,"$150,000 - $199,999",1,0,1,1,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,1,0,3,5,4,3,4,3,4,1,2,4,3,4,2-3 times a month,Never,Crimson Crown Berries,5,Crimson Crown Berries
733,2026,35-44,Female,NJ,"$75,000 - $99,999",1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,5,5,3,3,4,5,4,5,2,3,2,4,About once a month,Often - 2-3 times a month,Acme Strawberries,9,Acme Strawberries
734,2026,35-44,Female,CT,"$25,000 - $49,999",0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,1,1,3,3,4,2,2,3,2,2,4,2,3,3,2-3 times a month,Never,Harvest Hill Berries,3,Golden Meadow Berries
735,2026,45-54,Female,OK,"$75,000 - $99,999",1,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,4,3,5,3,4,4,3,1,3,3,3,4,2-3 times a month,Very often - weekly or more,Acme Strawberries,7,Golden Meadow Berries
736,2026,25-34,Female,TX,"$150,000 - $199,999",0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,4,2,3,2,3,3,2,3,4,3,3,3,2-3 times a month,Never,Crimson Crown Berries,5,Crimson Crown Berries
737,2026,45-54,Female,CO,"$25,000 - $49,999",0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,5,3,3,3,3,1,4,2,2,4,2,3,Once a week,Rarely - a few times a year,Acme Strawberries,10,Acme Strawberries
738,2026,35-44,Female,OH,"$200,000 or more",1,1,1,0,0,0,0,1,1,1,0,1,0,0,1,1,1,0,1,0,0,3,2,4,4,2,4,4,1,4,4,3,4,2-3 times a month,Very often - weekly or more,Acme Strawberries,9,Acme Strawberries
739,2026,35-44,Female,KY,"$50,000 - $74,999",0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,0,1,0,0,4,3,3,3,3,3,1,4,3,3,4,4,About once a month,Sometimes - about once a month,Acme Strawberries,4,Acme Strawberries
740,2026,55-64,Male,CO,"$75,000 - $99,999",1,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,4,2,4,4,4,3,2,3,3,4,2,4,Once a week,Often - 2-3 times a month,Acme Strawberries,7,Acme Strawberries
741,2026,45-54,Female,WA,"$50,000 - $74,999",1,0,0,1,0,0,0,1,0,1,1,1,1,0,1,0,1,1,0,0,0,4,3,4,4,2,3,3,5,2,5,5,4,About once a month,Rarely - a few times a year,Red Valley Organics,8,Red Valley Organics
742,2026,35-44,Male,VA,"$200,000 or more",1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,4,2,3,4,3,3,2,3,3,3,3,2-3 times a month,Never,Don't recall,7,Sunrise Berries
743,2026,35-44,Female,OK,"$50,000 - $74,999",0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,4,4,4,4,4,4,3,4,3,4,4,3,About once a month,Never,Don't recall,10,Acme Strawberries
744,2026,55-64,Male,WA,"$50,000 - $74,999",0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,4,4,4,3,3,3,4,3,3,2,3,4,Once a week,Often - 2-3 times a month,Acme Strawberries,9,Acme Strawberries
745,2026,65 or older,Female,MI,"$100,000 - $149,999",0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,3,2,4,5,2,5,3,3,3,2,4,3,About once a month,Very often - weekly or more,Acme Strawberries,6,Acme Strawberries
746,2026,35-44,Female,MO,"$50,000 - $74,999",1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,5,2,2,3,3,4,3,5,3,3,2,3,Once a week,Rarely - a few times a year,Harvest Hill Berries,10,Harvest Hill Berries
747,2026,55-64,Female,OR,"$25,000 - $49,999",0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,5,2,3,4,3,3,4,2,4,4,2,3,Never / less than once a month,Very often - weekly or more,Acme Strawberries,7,Acme Strawberries
748,2026,65 or older,Male,UT,"$25,000 - $49,999",0,1,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,4,2,3,4,3,4,2,4,3,3,3,3,About once a month,Very often - weekly or more,Acme Strawberries,8,Acme Strawberries
749,2026,25-34,Female,VA,"$100,000 - $149,999",1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,3,3,4,2,3,4,2,4,4,2,4,3,About once a month,Rarely - a few times a year,FreshPick Strawberries,8,FreshPick Strawberries
750,2026,45-54,Female,WI,"$75,000 - $99,999",1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,3,4,4,3,2,2,3,4,4,3,2,3,About once a month,Often - 2-3 times a month,Red Valley Organics,9,Acme Strawberries
751,2026,35-44,Male,OK,"$25,000 - $49,999",1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,3,4,4,3,3,3,2,3,2-3 times a month,Rarely - a few times a year,Don't recall,8,Crimson Crown Berries
752,2026,65 or older,Female,MO,"$150,000 - $199,999",0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,4,4,3,4,3,4,2,1,3,2,3,3,More than once a week,Never,FreshPick Strawberries,10,FreshPick Strawberries
753,2026,35-44,Female,MN,"$200,000 or more",0,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,3,3,3,3,2,4,2,3,2,3,3,4,More than once a week,Never,Golden Meadow Berries,1,Golden Meadow Berries
754,2026,35-44,Female,NC,"$25,000 - $49,999",1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,3,4,4,4,2,3,4,3,3,3,2,4,Once a week,Often - 2-3 times a month,Acme Strawberries,8,Acme Strawberries
755,2026,45-54,Female,TX,"$50,000 - $74,999",1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,5,3,4,2,3,4,1,3,3,3,3,4,2-3 times a month,Rarely - a few times a year,Red Valley Organics,9,Sunrise Berries
756,2026,35-44,Female,TX,"$75,000 - $99,999",1,1,0,0,1,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,4,4,4,3,4,4,4,2,3,3,2,3,2-3 times a month,Very often - weekly or more,Acme Strawberries,7,Acme Strawberries
757,2026,45-54,Male,MD,"$200,000 or more",0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,4,3,3,3,3,3,5,4,4,4,2,3,2-3 times a month,Never,Don't recall,6,Sunrise Berries
758,2026,25-34,Female,MD,"$150,000 - $199,999",0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,4,2,2,2,3,3,3,2,3,2,3,3,About once a month,Never,Harvest Hill Berries,3,Harvest Hill Berries
759,2026,35-44,Male,MI,"$75,000 - $99,999",0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,3,4,3,3,3,5,4,4,4,2,3,3,Once a week,Never,FreshPick Strawberries,8,FreshPick Strawberries
760,2026,18-24,Female,TX,"Under $25,000",1,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,4,4,3,3,2,3,4,3,3,5,2,3,Never / less than once a month,Never,Crimson Crown Berries,10,Crimson Crown Berries
761,2026,25-34,Male,IN,"$25,000 - $49,999",1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,4,3,3,4,3,2,3,3,3,2,4,4,2-3 times a month,Never,Crimson Crown Berries,7,Crimson Crown Berries
762,2026,55-64,Female,AL,"$25,000 - $49,999",0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,4,3,3,3,3,5,4,4,3,2,3,4,Never / less than once a month,Often - 2-3 times a month,FreshPick Strawberries,6,FreshPick Strawberries
763,2026,25-34,Male,MD,"$50,000 - $74,999",1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,4,5,4,5,3,4,3,4,4,3,4,4,About once a month,Often - 2-3 times a month,Acme Strawberries,8,Acme Strawberries
764,2026,55-64,Female,OH,"$50,000 - $74,999",0,0,0,0,1,0,1,1,1,0,0,1,0,1,1,0,0,0,1,0,1,4,3,4,2,4,3,3,2,3,4,3,3,Never / less than once a month,Very often - weekly or more,Harvest Hill Berries,7,Acme Strawberries
765,2026,55-64,Male,OK,"$75,000 - $99,999",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2,3,3,3,3,2,1,2,4,4,4,2-3 times a month,Never,Don't recall,4,
766,2026,25-34,Male,NC,"$100,000 - $149,999",1,1,1,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,0,0,2,2,3,3,4,4,3,2,2,3,4,3,2-3 times a month,Never,Sunrise Berries,5,Sunrise Berries
767,2026,25-34,Female,SC,"$75,000 - $99,999",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,2,2,3,3,4,3,2,3,3,2,Once a week,Never,Don't recall,2,
768,2026,65 or older,Male,KY,"$100,000 - $149,999",0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,4,4,4,5,3,5,2,2,2,3,3,4,2-3 times a month,Sometimes - about once a month,Acme Strawberries,8,Acme Strawberries
769,2026,55-64,Female,IL,"$25,000 - $49,999",1,0,0,0,1,0,0,1,0,1,0,1,1,1,1,0,0,0,1,0,0,3,3,3,2,2,3,4,3,4,2,4,3,2-3 times a month,Often - 2-3 times a month,FreshPick Strawberries,4,Acme Strawberries
770,2026,55-64,Male,TN,"$75,000 - $99,999",1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,3,4,4,3,3,3,3,4,2,4,2,3,About once a month,Often - 2-3 times a month,Crimson Crown Berries,9,Acme Strawberries
771,2026,25-34,Male,FL,"$200,000 or more",0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,5,4,2,3,4,3,2,3,2,5,4,4,2-3 times a month,Rarely - a few times a year,FreshPick Strawberries,10,FreshPick Strawberries
772,2026,45-54,Female,NJ,"$150,000 - $199,999",1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,4,4,5,4,3,2,3,4,4,4,3,3,More than once a week,Sometimes - about once a month,Acme Strawberries,7,Acme Strawberries
773,2026,65 or older,Female,NJ,"$50,000 - $74,999",0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,0,0,1,3,3,3,4,3,3,3,3,2,3,3,3,Once a week,Never,Harvest Hill Berries,5,Sunrise Berries
774,2026,55-64,Female,TX,"$100,000 - $149,999",0,0,0,1,0,0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,4,2,4,3,2,2,4,3,2,4,2,3,2-3 times a month,Never,Sunrise Berries,8,Sunrise Berries
775,2026,35-44,Male,GA,"$75,000 - $99,999",1,1,0,1,1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,1,0,5,5,2,3,3,4,3,3,3,2,4,4,2-3 times a month,Sometimes - about once a month,Golden Meadow Berries,10,Acme Strawberries
776,2026,35-44,Female,CA,"$50,000 - $74,999",0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,3,3,3,4,2,5,2,3,4,4,3,3,2-3 times a month,Rarely - a few times a year,Crimson Crown Berries,5,Crimson Crown Berries
777,2026,45-54,Male,CT,"$75,000 - $99,999",1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,1,0,1,0,0,0,4,5,3,2,1,2,3,4,4,3,3,3,2-3 times a month,Very often - weekly or more,Acme Strawberries,10,Acme Strawberries
778,2026,18-24,Female,UT,"$100,000 - $149,999",1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,4,2,3,3,3,4,3,3,4,3,5,3,2-3 times a month,Never,FreshPick Strawberries,8,FreshPick Strawberries
779,2026,45-54,Female,NY,"$25,000 - $49,999",0,1,0,0,1,0,0,1,1,0,1,1,0,1,1,0,0,1,1,0,0,4,4,4,4,2,2,5,3,4,2,3,3,2-3 times a month,Very often - weekly or more,Acme Strawberries,9,Acme Strawberries
780,2026,25-34,Male,AZ,"$75,000 - $99,999",0,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,4,3,4,2,3,3,2,3,2,1,3,Once a week,Never,Red Valley Organics,4,Red Valley Organics
781,2026,55-64,Female,CO,"$50,000 - $74,999",0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,1,3,3,2,2,3,4,2,3,2,3,3,2,2-3 times a month,Never,Crimson Crown Berries,3,Harvest Hill Berries
782,2026,25-34,Female,IN,"$150,000 - $199,999",0,0,0,1,0,0,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,3,4,4,3,2,4,4,2,3,3,3,2,More than once a week,Sometimes - about once a month,Acme Strawberries,8,Red Valley Organics
783,2026,25-34,Male,CA,"$50,000 - $74,999",1,1,0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,5,4,3,3,4,4,4,3,2,3,3,4,More than once a week,Rarely - a few times a year,Sunrise Berries,10,Sunrise Berries
784,2026,35-44,Female,TX,"$75,000 - $99,999",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5,2,4,4,4,3,5,2,2,3,5,3,Once a week,Sometimes - about once a month,Acme Strawberries,8,Acme Strawberries
785,2026,45-54,Female,MO,"$150,000 - $199,999",0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,5,4,3,4,3,4,4,3,3,3,3,4,2-3 times a month,Very often - weekly or more,Acme Strawberries,9,Acme Strawberries
786,2026,45-54,Female,FL,"$75,000 - $99,999",1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,5,5,2,3,2,3,4,4,3,2,2,4,Once a week,Never,Don't recall,4,Acme Strawberries
787,2026,25-34,Female,AZ,"$25,000 - $49,999",0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,5,4,5,3,1,4,4,4,2,3,3,4,2-3 times a month,Rarely - a few times a year,Crimson Crown Berries,10,Crimson Crown Berries
788,2026,55-64,Male,MA,"$25,000 - $49,999",0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,2,2,2,2,3,4,3,2,3,4,2,2,2-3 times a month,Never,Sunrise Berries,5,Crimson Crown Berries
789,2026,35-44,Female,TN,"Under $25,000",1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,5,3,2,4,4,3,3,4,3,3,3,3,Once a week,Never,Golden Meadow Berries,10,Sunrise Berries
790,2026,45-54,Female,MO,"$25,000 - $49,999",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,3,2,3,3,3,3,3,3,3,3,3,3,2-3 times a month,Never,Red Valley Organics,5,Red Valley Organics
791,2026,45-54,Male,OR,"$75,000 - $99,999",1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,3,3,5,4,2,4,3,3,3,4,3,3,Once a week,Never,Don't recall,9,Red Valley Organics
792,2026,65 or older,Female,AZ,"$200,000 or more",1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,4,4,4,3,3,3,3,2,2,2,3,4,Once a week,Never,Don't recall,8,Golden Meadow Berries
793,2026,25-34,Male,MO,"$50,000 - $74,999",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,5,4,4,5,2,5,2,3,2,3,4,Never / less than once a month,Rarely - a few times a year,Don't recall,6,Acme Strawberries
794,2026,35-44,Female,TX,"$50,000 - $74,999",0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,3,2,2,3,2,3,4,2,4,4,3,Never / less than once a month,Never,Don't recall,5,
795,2026,25-34,Female,NY,"$50,000 - $74,999",1,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,1,0,1,0,0,5,3,4,2,3,4,4,4,2,3,5,4,More than once a week,Never,Sunrise Berries,9,FreshPick Strawberries
796,2026,35-44,Male,AZ,"$50,000 - $74,999",1,0,0,0,1,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,4,3,5,3,2,3,1,3,2,4,2,4,More than once a week,Rarely - a few times a year,Crimson Crown Berries,10,Crimson Crown Berries
797,2026,35-44,Female,CO,"$25,000 - $49,999",0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,0,1,0,1,4,3,4,2,3,3,4,5,3,2,3,3,2-3 times a month,Never,FreshPick Strawberries,8,FreshPick Strawberries
798,2026,18-24,Female,IN,"$150,000 - $199,999",1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,3,4,2,3,4,2,4,2,5,3,3,3,2-3 times a month,Never,Red Valley Organics,6,Red Valley Organics
799,2026,35-44,Male,MI,"$150,000 - $199,999",0,1,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,4,4,4,4,3,3,5,4,2,3,3,4,2-3 times a month,Rarely - a few times a year,Red Valley Organics,6,Red Valley Organics
800,2026,25-34,Male,MO,"$75,000 - $99,999",1,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,3,5,4,1,4,4,3,4,2,3,4,4,2-3 times a month,Rarely - a few times a year,Acme Strawberries,4,Acme Strawberries
